日期,沪深300,中证500,中证1000,中债-国债指数,中债-信用债指数,南华商品指数
2010/1/4,3535.229,4510.527,4406.765,128.633,110.1255,1430.4799
2010/1/5,3564.038,4557.475,4462.232,128.6461,110.1472,1441.4393
2010/1/6,3541.727,4550.279,4452.868,128.7032,110.18,1454.1171
2010/1/7,3471.456,4459.155,4361.161,128.6368,110.1755,1432.498
2010/1/8,3480.13,4514.452,4417.771,128.5676,110.1546,1420.3436
2010/1/11,3482.052,4542.949,4449.942,128.5874,110.1502,1444.1139
2010/1/12,3534.916,4639.632,4541.602,128.5639,110.1191,1433.9426
2010/1/13,3421.144,4591.024,4485.317,128.3986,110.0911,1394.6335
2010/1/14,3469.051,4714.1,4609.304,128.4262,110.1708,1409.0916
2010/1/15,3482.738,4747.648,4658.087,128.435,110.2294,1398.636
2010/1/18,3500.684,4829.062,4734.051,128.4907,110.2942,1401.3217
2010/1/19,3507.482,4830.016,4740.448,128.5872,110.3021,1411.4203
2010/1/20,3394.434,4651.074,4586.747,128.7067,110.4464,1400.9422
2010/1/21,3408.574,4667.209,4606.434,128.7124,110.5143,1413.742
2010/1/22,3366.197,4537.88,4471.278,128.7902,110.6169,1387.8073
2010/1/25,3328.014,4481.16,4407.043,128.8931,110.6712,1390.5428
2010/1/26,3242.797,4294.383,4226.935,129.0173,110.7343,1375.9686
2010/1/27,3198.566,4267.113,4194.634,129.1158,110.7703,1375.3471
2010/1/28,3206.57,4336.381,4248.036,129.1861,110.8057,1345.2255
2010/1/29,3204.155,4374.649,4290.323,129.3397,110.7989,1329.7502
2010/2/1,3152.707,4331.366,4239.985,129.5646,110.8806,1319.7065
2010/2/2,3146.189,4301.768,4225.466,129.7153,110.9467,1318.8049
2010/2/3,3230.715,4363.079,4304.836,129.9378,110.9872,1347.5382
2010/2/4,3218.802,4408.441,4364.225,129.851,110.9909,1328.0471
2010/2/5,3153.087,4311.293,4281.782,130.0338,111.0254,1306.8405
2010/2/8,3150.988,4310.894,4278.582,130.0739,111.1465,1313.1869
2010/2/9,3169.19,4311.891,4277.332,130.0972,111.2471,1321.9832
2010/2/10,3214.13,4366.25,4330.417,130.1444,111.2717,1340.2985
2010/2/11,3220.398,4356.517,4307.129,130.223,111.2902,1352.8839
2010/2/12,3251.278,4416.219,4366.276,130.2426,111.311,1363.9601
2010/2/22,3233.345,4419.547,4392.687,130.0633,111.3726,1387.0194
2010/2/23,3198.634,4459.155,4464.227,130.0595,111.3623,1393.3823
2010/2/24,3244.483,4556.281,4559.661,130.1667,111.4139,1385.3912
2010/2/25,3292.128,4629.965,4645.06,130.3948,111.4993,1375.6243
2010/2/26,3281.666,4634.671,4653.344,130.9049,111.7982,1378.0268
2010/3/1,3324.423,4686.266,4721.887,131.1311,111.8936,1392.5392
2010/3/2,3311.236,4690.293,4724.64,131.2365,111.9262,1370.5332
2010/3/3,3335.081,4758.434,4788.502,131.4959,112.0418,1378.7155
2010/3/4,3250.573,4586.523,4617.845,131.3342,112.0582,1368.8507
2010/3/5,3259.764,4604.586,4617.363,131.4434,112.1487,1376.1258
2010/3/8,3286.178,4654.583,4676.44,131.5799,112.2557,1391.6396
2010/3/9,3305.863,4660.126,4682.254,131.6048,112.2573,1386.9058
2010/3/10,3279.694,4598.994,4630.01,131.6352,112.3724,1385.0659
2010/3/11,3276.705,4562.872,4605.249,131.4396,112.4492,1366.5465
2010/3/12,3233.126,4492.861,4532.081,131.416,112.4849,1364.5867
2010/3/15,3183.183,4454.76,4498.085,131.3868,112.5486,1346.0751
2010/3/16,3203.971,4491.465,4555.309,131.4073,112.5992,1354.1538
2010/3/17,3273.916,4616.053,4674.636,131.6789,112.6185,1368.7956
2010/3/18,3267.555,4630.953,4686.251,131.7866,112.6514,1362.4957
2010/3/19,3293.871,4663.903,4723.848,131.7917,112.7054,1375.4579
2010/3/22,3302.628,4690.198,4766.944,131.6992,112.7111,1369.3409
2010/3/23,3275.573,4658.626,4739.367,131.6681,112.7424,1361.4371
2010/3/24,3276.669,4683.065,4750.988,131.7258,112.795,1357.1109
2010/3/25,3229.128,4620.749,4678.813,131.6257,112.8157,1363.5468
2010/3/26,3275.002,4686.931,4742.465,131.4971,112.8277,1371.2592
2010/3/29,3358.54,4723.611,4770.536,131.4395,112.8429,1382.3384
2010/3/30,3366.708,4744.423,4800.452,131.2697,112.85,1381.7674
2010/3/31,3345.607,4756.157,4822.084,131.3925,112.8839,1375.5994
2010/4/1,3391.935,4827.214,4904.303,131.4357,112.8744,1379.0953
2010/4/2,3407.346,4843.175,4922.824,131.361,112.9495,1388.6746
2010/4/6,3405.145,4852.904,4942.334,131.4463,112.9868,1395.8909
2010/4/7,3386.949,4863.639,4951.727,131.2543,112.9291,1398.4013
2010/4/8,3346.744,4864.922,4956.366,131.033,112.8821,1385.3141
2010/4/9,3379.17,4939.176,5031.25,131.024,112.9287,1394.284
2010/4/12,3351.478,4976.38,5088.293,131.0697,112.9658,1399.5688
2010/4/13,3391.716,4919.873,4989.386,131.2269,112.9909,1396.6961
2010/4/14,3403.707,4977.508,5074.676,131.208,113.0229,1400.4267
2010/4/15,3394.574,4914.747,5024.773,131.2478,113.0632,1398.887
2010/4/16,3356.332,4898.67,5019.351,131.3099,113.0894,1398.6756
2010/4/19,3176.423,4688.836,4806.11,131.606,113.1752,1369.2679
2010/4/20,3173.374,4749.934,4875.092,131.7591,113.2446,1382.1275
2010/4/21,3236.679,4893.978,5029.03,131.7773,113.3052,1382.6209
2010/4/22,3201.541,4902.405,5060.748,131.8372,113.3388,1378.8834
2010/4/23,3190.003,4864.164,5007.598,131.968,113.4487,1379.9106
2010/4/26,3171.997,4866.553,4999.058,132.1685,113.5097,1383.8974
2010/4/27,3108.409,4739.269,4869.611,132.1965,113.5564,1372.9845
2010/4/28,3097.353,4714.432,4834.789,132.2931,113.589,1355.523
2010/4/29,3060.064,4561.4,4686.941,132.3182,113.612,1355.2193
2010/4/30,3067.365,4438.681,4527.758,132.3737,113.6361,1359.8753
2010/5/4,3019.449,4434.131,4520.36,132.3334,113.6179,1348.5109
2010/5/5,3036.394,4564.807,4662.835,132.301,113.6234,1340.4545
2010/5/6,2896.856,4419.781,4533.896,132.3817,113.6635,1328.5682
2010/5/7,2836.789,4350.758,4453.169,132.7794,113.7769,1305.363
2010/5/10,2858.233,4269.108,4367.269,132.7566,113.8312,1327.5288
2010/5/11,2800.817,4144.352,4239.791,132.8023,113.8383,1313.9817
2010/5/12,2818.16,4042.516,4134.516,132.9485,113.8658,1321.5527
2010/5/13,2886.911,4157.842,4236.403,133.0255,113.9295,1328.4323
2010/5/14,2868.023,4184.841,4257.811,133.036,113.9523,1314.5577
2010/5/17,2714.715,3915.752,3981.288,133.3207,114.0081,1277.6122
2010/5/18,2771.348,3972.154,4007.415,133.5515,114.1236,1286.8738
2010/5/19,2762.174,3977.377,4007.155,133.8184,114.2699,1279.8933
2010/5/20,2726.022,3901.257,3918.575,133.6768,114.3083,1285.9784
2010/5/21,2768.791,3982.385,3993.737,133.75,114.3324,1281.5564
2010/5/24,2873.469,4163.477,4179.353,133.6287,114.3288,1298.6707
2010/5/25,2813.943,4133.346,4169.405,133.6995,114.3311,1280.48
2010/5/26,2813.944,4144.662,4182.714,133.706,114.3656,1294.5248
2010/5/27,2859.979,4218.637,4264.161,133.6444,114.3429,1300.7588
2010/5/28,2850.302,4235.322,4281.087,133.5968,114.3512,1300.7071
2010/5/31,2773.264,4104.364,4149.964,133.5969,114.4003,1292.0523
2010/6/1,2744.162,4025.789,4061.445,133.3533,114.3847,1282.3249
2010/6/2,2757.527,4083.616,4129.533,133.4177,114.3973,1276.3567
2010/6/3,2736.076,4053.985,4098.902,133.5437,114.4698,1277.5587
2010/6/4,2744.391,4089.035,4133.329,133.5952,114.5031,1270.3022
2010/6/7,2695.715,4072.568,4119.615,133.6927,114.5825,1229.3292
2010/6/8,2699.336,4109.317,4180.617,133.6477,114.594,1234.2682
2010/6/9,2782.133,4211.881,4288.897,133.5114,114.6355,1247.4999
2010/6/10,2750.023,4223.566,4297.883,133.4352,114.6568,1245.064
2010/6/11,2758.866,4197.995,4277.137,133.3135,114.5966,1255.0161
2010/6/17,2742.733,4145.243,4231.545,133.3483,114.7007,1257.5464
2010/6/18,2696.166,3972.286,4067.739,132.8142,114.5976,1251.6746
2010/6/21,2780.663,4087.017,4169.358,132.8186,114.609,1281.431
2010/6/22,2783.72,4119.722,4207.43,132.9126,114.6423,1271.8184
2010/6/23,2758.495,4094.568,4205.533,132.837,114.6547,1270.7015
2010/6/24,2757.498,4095.295,4207.913,132.8705,114.6155,1276.7295
2010/6/25,2736.287,4028.433,4139.807,133.0057,114.5951,1272.5075
2010/6/28,2716.777,3961.382,4053.193,133.2798,114.6676,1275.9884
2010/6/29,2592.019,3736.982,3814.469,133.4789,114.7133,1258.4786
2010/6/30,2563.07,3664.464,3732.652,133.6043,114.766,1252.9812
2010/7/1,2526.071,3606.593,3685.538,133.6918,114.8165,1242.7929
2010/7/2,2534.105,3585.576,3659.949,133.7189,114.8481,1254.4872
2010/7/5,2512.651,3563.882,3627.288,133.7492,114.9295,1256.886
2010/7/6,2562.902,3665.334,3738.738,134.1151,115.039,1254.6793
2010/7/7,2580.477,3718.662,3795.585,134.1504,115.1242,1253.1936
2010/7/8,2575.921,3698.342,3773.37,134.1592,115.1713,1260.3651
2010/7/9,2647.104,3807.604,3886.272,134.1259,115.2117,1266.9322
2010/7/12,2676.218,3849.52,3934.179,134.2383,115.2671,1258.9231
2010/7/13,2634.593,3788.751,3878.641,134.5375,115.3848,1249.8448
2010/7/14,2653.609,3824.046,3916.171,134.6135,115.5019,1255.5666
2010/7/15,2608.519,3735.395,3816.801,134.6169,115.5864,1254.5251
2010/7/16,2616.128,3757.432,3841.829,134.6504,115.6698,1263.3283
2010/7/19,2682.472,3842.313,3930.956,134.7352,115.7344,1262.0698
2010/7/20,2741.503,3951.358,4053.185,134.6734,115.7981,1272.268
2010/7/21,2747.335,3959.427,4059.375,134.661,115.8166,1271.764
2010/7/22,2781.286,4017.864,4125.246,134.6376,115.8509,1276.7377
2010/7/23,2793.076,4015.467,4131.474,134.5318,115.8485,1293.0677
2010/7/26,2811.055,4071.094,4188.472,134.426,115.8599,1297.0628
2010/7/27,2795.724,4068.864,4184.582,134.3689,115.8515,1284.7775
2010/7/28,2863.724,4162.321,4266.85,134.2935,115.8553,1299.7562
2010/7/29,2877.976,4194.04,4296.211,134.3385,115.9077,1304.7557
2010/7/30,2868.846,4191.13,4299.045,134.2745,115.9169,1311.7668
2010/8/2,2917.275,4267.895,4389.718,134.2957,115.9468,1335.4187
2010/8/3,2865.971,4193.641,4320.949,134.2316,115.9585,1332.0184
2010/8/4,2876.434,4248.014,4372.506,134.3546,115.9834,1337.9358
2010/8/5,2850.829,4267.955,4396.119,134.3946,116.0122,1329.5116
2010/8/6,2897.659,4356.012,4480.654,134.5001,116.0187,1342.5775
2010/8/9,2918.241,4413.568,4549.791,134.5353,116.0722,1356.687
2010/8/10,2832.638,4246.46,4385.809,134.5527,116.0909,1344.516
2010/8/11,2850.211,4297.904,4439.113,134.6633,116.1262,1339.6667
2010/8/12,2816.386,4241.592,4388.62,134.8768,116.2385,1330.2548
2010/8/13,2855.547,4323.052,4471.538,134.9047,116.3486,1348.8299
2010/8/16,2922.083,4423.315,4573.421,134.8958,116.4261,1354.326
2010/8/17,2942.291,4457.759,4618.328,134.9072,116.4422,1357.949
2010/8/18,2937.362,4457.127,4611.647,134.9318,116.466,1354.5448
2010/8/19,2955.395,4461.488,4621.568,134.927,116.5121,1359.868
2010/8/20,2898.333,4366.604,4522.607,134.9568,116.545,1335.3467
2010/8/23,2896.192,4404.718,4565.868,135.0027,116.5893,1331.6595
2010/8/24,2911.827,4456.497,4626.348,135.0444,116.6276,1322.5416
2010/8/25,2843.023,4368.304,4534.713,135.0639,116.6404,1323.1092
2010/8/26,2850.093,4399.284,4562.351,135.0164,116.6251,1336.0562
2010/8/27,2858.566,4431.444,4585.511,135.0206,116.6164,1342.4614
2010/8/30,2915.01,4553.023,4705.878,135.0638,117.058,1360.5628
2010/8/31,2903.188,4589.289,4755.854,135.0815,117.0275,1343.0417
2010/9/1,2884.042,4530.229,4698.733,135.0662,117.0456,1354.7999
2010/9/2,2921.393,4625.395,4802.265,135.0659,117.0971,1364.3573
2010/9/3,2920.205,4662.96,4845.913,135.0567,117.1095,1366.8142
2010/9/6,2975.09,4651.963,4824.306,135.0049,117.1485,1390.3693
2010/9/7,2983.108,4679.942,4865.778,134.8674,117.1074,1389.7942
2010/9/8,2980.967,4720.375,4905.627,134.8698,117.1073,1389.0596
2010/9/9,2926.46,4658.009,4837.024,134.8052,117.0831,1364.3418
2010/9/10,2932.554,4705.31,4886.05,134.6815,117.0341,1372.701
2010/9/13,2962.319,4789.693,4967.466,134.5191,116.9954,1377.9629
2010/9/14,2965.009,4805.416,4982.859,134.489,116.9807,1368.5587
2010/9/15,2913.194,4730.143,4888.01,134.4343,116.9579,1369.5888
2010/9/16,2857.789,4610.916,4766.853,134.416,116.9079,1365.0783
2010/9/17,2861.369,4603.489,4767.48,134.4012,116.9018,1375.7516
2010/9/20,2849.828,4553.12,4695.945,134.4035,116.9168,1395.7585
2010/9/21,2857.476,4546.724,4677.679,134.426,116.8564,1387.3867
2010/9/27,2905.029,4673.602,4801.456,134.4687,116.828,1397.2481
2010/9/28,2880.907,4654.345,4785.696,134.4756,116.8234,1400.3526
2010/9/29,2874.812,4590.317,4720.634,134.5083,116.8071,1393.1995
2010/9/30,2935.574,4660.605,4785.49,134.5667,116.8301,1397.0534
2010/10/8,3044.233,4767.967,4899.57,134.6364,116.9109,1404.8616
2010/10/11,3132.895,4789.155,4922.591,134.2194,116.9056,1456.1488
2010/10/12,3172.726,4806.029,4950.258,134.0821,116.9156,1447.018
2010/10/13,3217.577,4836.737,4968.83,134.0559,116.9134,1462.8447
2010/10/14,3224.14,4679.548,4809.474,134.0747,116.8737,1475.5497
2010/10/15,3327.683,4691.45,4789.479,134.0794,116.834,1481.4634
2010/10/18,3306.16,4636.639,4708.405,134.1636,116.8655,1465.1964
2010/10/19,3375.674,4778.607,4865.697,134.1302,116.8644,1473.4557
2010/10/20,3396.879,4794.194,4892.282,132.5917,116.2742,1465.8492
2010/10/21,3374.685,4833.8,4930.621,132.3132,116.0756,1473.4597
2010/10/22,3378.655,4877.927,4985.849,132.4013,116.0741,1478.2724
2010/10/25,3481.081,4998.5,5107.281,132.4522,116.0815,1516.4566
2010/10/26,3466.084,5046.148,5158.053,132.1568,115.958,1508.0427
2010/10/27,3403.872,4994.774,5124.132,132.1051,115.8912,1486.328
2010/10/28,3397.692,4999.59,5145.555,132.1345,115.8997,1502.7443
2010/10/29,3379.983,5055.492,5211.524,132.1801,115.8854,1476.5423
2010/11/1,3472.995,5199.525,5362.945,132.1441,115.9292,1500.3547
2010/11/2,3463.131,5173.066,5343.489,131.7804,115.8582,1499.6475
2010/11/3,3420.341,5098.539,5271.815,131.2391,115.6611,1506.838
2010/11/4,3480.505,5228.296,5392.557,130.9754,115.5125,1533.3098
2010/11/5,3520.798,5311.77,5473.105,130.887,115.4697,1580.3117
2010/11/8,3548.566,5431.091,5598.485,130.8969,115.3901,1586.3311
2010/11/9,3523.954,5467.839,5635.753,130.8021,115.3496,1618.434
2010/11/10,3499.111,5484.742,5651.386,130.2597,115.1216,1610.0767
2010/11/11,3509.975,5440.099,5596.381,129.9446,114.9505,1610.8281
2010/11/12,3291.833,5111.189,5227.248,129.898,114.827,1550.6261
2010/11/15,3314.893,5255.267,5367.205,129.9242,114.7636,1522.7928
2010/11/16,3169.538,5068.465,5197.371,130.1599,114.7265,1512.4632
2010/11/17,3103.906,4855.85,5001.936,130.4751,114.7157,1464.2546
2010/11/18,3147.962,4932.401,5080.876,130.7167,114.7282,1486.8396
2010/11/19,3178.846,5081.03,5236.569,130.5023,114.6445,1502.2095
2010/11/22,3171.941,5150.665,5332.612,130.1491,114.4167,1480.7959
2010/11/23,3107.176,5063.237,5261.922,129.9363,114.3012,1457.5371
2010/11/24,3177.043,5206.149,5414.166,129.7283,114.1725,1480.8142
2010/11/25,3223.484,5259.81,5452.842,129.6635,114.0564,1471.6265
2010/11/26,3194.853,5227.648,5444.856,129.3835,113.9892,1454.7526
2010/11/29,3190.05,5248.747,5458.102,129.4775,114.0327,1467.3327
2010/11/30,3136.985,5110.875,5294.698,129.6393,113.9989,1467.2423
2010/12/1,3136.024,5116.837,5306.358,130.1137,114.0371,1480.5307
2010/12/2,3155.059,5138.487,5333.577,130.3317,114.055,1498.9449
2010/12/3,3158.156,5100.366,5299.78,130.3409,114.0613,1507.4246
2010/12/6,3165.57,5016.528,5224.884,130.4866,114.1293,1515.2762
2010/12/7,3200.339,5084.583,5295.331,130.6665,114.2239,1526.5223
2010/12/8,3171.882,5069.97,5294.811,130.6478,114.2644,1497.6391
2010/12/9,3123.366,4964.901,5186.432,130.5443,114.2271,1514.6618
2010/12/10,3161.977,5039.165,5253.71,130.558,114.2606,1521.3243
2010/12/13,3261.061,5179.021,5403.927,130.7963,114.2831,1548.4511
2010/12/14,3269.474,5244.038,5482.794,130.8074,114.2705,1555.3396
2010/12/15,3247.644,5230.68,5464.135,130.9827,114.3431,1537.8468
2010/12/16,3230.665,5216.851,5470.228,131.0874,114.3751,1539.348
2010/12/17,3225.661,5228.337,5473.968,131.1147,114.4336,1553.3273
2010/12/20,3178.657,5163.529,5409.479,131.3001,114.4695,1560.4431
2010/12/21,3249.509,5222.792,5461.559,131.2489,114.5262,1573.1864
2010/12/22,3215.453,5174.539,5420.185,131.2393,114.5571,1562.5676
2010/12/23,3188.607,5069.523,5307.187,131.1383,114.5611,1576.9009
2010/12/24,3162.955,4991.544,5205.723,131.1187,114.5582,1582.3469
2010/12/27,3099.709,4849.63,5046.635,130.5981,114.3664,1578.7843
2010/12/28,3044.931,4730.497,4934.745,130.4888,114.3471,1581.941
2010/12/29,3061.83,4812.532,5022.071,130.5799,114.3837,1579.0408
2010/12/30,3064.098,4828.489,5044.617,130.7229,114.4523,1591.8415
2010/12/31,3128.261,4936.716,5155.555,130.7946,114.5631,1593.4272
2011/1/4,3189.682,5011.498,5230.735,131.0327,114.7428,1604.1208
2011/1/5,3175.662,5028.766,5243.372,131.4221,114.9292,1592.4229
2011/1/6,3159.643,5001.283,5224.823,131.3229,115.045,1609.1059
2011/1/7,3166.624,4975.144,5191.945,131.4619,115.1396,1572.4374
2011/1/10,3108.187,4830.562,5051.952,131.3936,115.1782,1578.9489
2011/1/11,3124.922,4804.822,5006.632,131.2408,115.1581,1586.9125
2011/1/12,3142.337,4833.58,5042.236,131.3367,115.2004,1592.366
2011/1/13,3141.284,4826.757,5043.775,131.208,115.1414,1598.3527
2011/1/14,3091.862,4723.426,4942.074,130.9854,115.0637,1606.2496
2011/1/17,2974.35,4519.913,4728.306,130.7045,114.9922,1602.2159
2011/1/18,2977.648,4536.964,4750.153,130.4247,114.8444,1604.3734
2011/1/19,3044.851,4646.087,4873.798,130.4897,114.7985,1621.7248
2011/1/20,2944.713,4477.359,4699.945,130.5035,114.6978,1609.9266
2011/1/21,2983.456,4506.322,4739.904,130.4526,114.7059,1611.664
2011/1/24,2954.232,4398.495,4636.905,130.4574,114.7267,1627.009
2011/1/25,2938.654,4341.909,4540.682,130.338,114.6767,1605.6675
2011/1/26,2978.431,4424.892,4619.121,130.3942,114.6459,1596.7983
2011/1/27,3026.466,4502.808,4695.329,130.3684,114.6486,1610.1897
2011/1/28,3036.735,4548.206,4749.429,130.3944,114.6255,1609.673
2011/1/31,3076.508,4610.86,4816.663,130.3657,114.6462,1631.746
2011/2/1,3077.283,4630.58,4830.407,130.411,114.7054,1651.3455
2011/2/9,3040.949,4609.717,4820.363,129.9691,114.5665,1660.384
2011/2/10,3104.163,4733.973,4962.519,129.8817,114.4503,1674.7
2011/2/11,3120.956,4786.806,5012.78,129.9582,114.3787,1672.2952
2011/2/14,3219.143,4872.495,5087.252,130.3341,114.3903,1676.882
2011/2/15,3217.671,4869.687,5100.428,130.4233,114.3704,1667.7473
2011/2/16,3248.527,4952.667,5196.151,130.4117,114.316,1658.5564
2011/2/17,3245.907,4987.48,5231.708,130.4543,114.3172,1640.92
2011/2/18,3211.876,4941.432,5197.122,130.4625,114.3513,1629.9319
2011/2/21,3257.908,5042.967,5304.079,130.2713,114.217,1635.9695
2011/2/22,3163.578,4909.745,5166.968,130.4762,114.2007,1627.4215
2011/2/23,3174.742,4979.057,5235.266,130.7911,114.2122,1595.4976
2011/2/24,3190.935,5027.731,5269.962,131.2704,114.3555,1577.5476
2011/2/25,3197.617,5032.797,5279.127,131.057,114.3216,1588.6185
2011/2/28,3239.559,5095.208,5347.299,131.2236,114.3944,1611.7433
2011/3/1,3254.893,5122.441,5373.203,131.2893,114.403,1606.1263
2011/3/2,3243.298,5108.74,5362.239,131.3837,114.4471,1615.3148
2011/3/3,3221.718,5009.047,5266.435,131.3748,114.4909,1605.1518
2011/3/4,3270.666,5067.621,5330.17,131.3044,114.5056,1609.1243
2011/3/7,3334.51,5138.248,5389.84,131.3651,114.5638,1612.7622
2011/3/8,3337.457,5165.735,5425.681,131.6414,114.5868,1573.682
2011/3/9,3338.858,5181.368,5446.142,131.7957,114.6622,1577.7521
2011/3/10,3280.259,5143.413,5413.565,131.6049,114.6255,1551.9063
2011/3/11,3247.376,5139.746,5406.95,131.5601,114.6216,1540.369
2011/3/14,3262.92,5190.037,5462.395,131.7417,114.6432,1534.397
2011/3/15,3203.961,5131.332,5411.269,132.0389,114.6876,1534.4307
2011/3/16,3248.195,5199.358,5481.891,132.0575,114.7095,1543.4193
2011/3/17,3197.1,5104.134,5377.458,132.2484,114.7874,1542.3018
2011/3/18,3215.685,5126.934,5417.939,132.1457,114.8394,1558.3841
2011/3/21,3207.11,5086.108,5389.572,132.0298,114.8376,1554.0686
2011/3/22,3222.961,5085.812,5389.592,131.9356,114.8424,1554.1013
2011/3/23,3264.926,5155.337,5448.016,131.9468,114.8711,1573.533
2011/3/24,3251.361,5169.264,5473.535,132.072,114.8719,1564.4798
2011/3/25,3294.484,5212.345,5502.752,132.1446,114.8649,1571.0817
2011/3/28,3290.571,5199.552,5493.785,132.0864,114.8832,1557.2301
2011/3/29,3257.979,5111.153,5404.851,132.0371,114.8979,1558.5895
2011/3/30,3256.08,5064.545,5357.795,132.1076,114.8705,1561.5416
2011/3/31,3223.288,5000.402,5285.193,132.1001,114.8513,1557.5908
2011/4/1,3272.729,5065.076,5346.701,132.1373,114.8615,1555.2139
2011/4/6,3311.067,5057.84,5345.396,132.1087,114.8753,1576.8616
2011/4/7,3324.419,5089.751,5373.334,132.1521,114.9195,1575.3654
2011/4/8,3353.358,5148.799,5430.062,132.2242,114.9419,1593.386
2011/4/11,3333.427,5107.137,5396.874,132.2906,115.0026,1600.2887
2011/4/12,3326.771,5114.459,5377.314,132.4971,115.0838,1583.9003
2011/4/13,3372.031,5165.207,5424.455,132.5137,115.1486,1582.5934
2011/4/14,3353.56,5150.869,5419.136,132.5609,115.2154,1563.4367
2011/4/15,3358.944,5162.415,5418.884,132.5794,115.2785,1552.955
2011/4/18,3359.438,5178.894,5453.712,132.4555,115.3289,1555.0931
2011/4/19,3295.812,5116.144,5408.906,132.51,115.3579,1534.572
2011/4/20,3295.758,5152.395,5446.993,132.5314,115.3576,1553.9477
2011/4/21,3317.367,5188.111,5472.287,132.5458,115.3297,1555.6806
2011/4/22,3299.942,5165.123,5430.406,132.5397,115.3629,1561.4448
2011/4/25,3249.574,5054.768,5298.652,132.5685,115.3757,1550.7153
2011/4/26,3230.96,4970.572,5196.523,132.5794,115.3548,1539.7859
2011/4/27,3209.503,4913.497,5128.222,132.6924,115.3962,1532.1011
2011/4/28,3161.776,4755.416,4948.711,132.7534,115.3927,1544.6223
2011/4/29,3192.723,4836.866,5027.552,132.7868,115.4615,1526.1556
2011/5/3,3211.132,4920.57,5119.157,132.8212,115.4936,1531.0305
2011/5/4,3129.028,4814.781,5016.806,132.8525,115.5421,1516.554
2011/5/5,3126.117,4827.212,5040.33,132.8771,115.5831,1501.7378
2011/5/6,3121.396,4849.969,5080.042,133.1078,115.6874,1476.4284
2011/5/9,3129.759,4889.92,5126.679,133.1299,115.7661,1490.7258
2011/5/10,3153.221,4918.674,5169.234,133.1735,115.8376,1499.5268
2011/5/11,3145.085,4929.488,5179.608,133.2146,115.8907,1494.0562
2011/5/12,3101.603,4863.795,5100.274,133.2669,115.9521,1466.1584
2011/5/13,3128.093,4902.564,5143.46,133.1877,115.9023,1498.3793
2011/5/16,3100.463,4900.706,5141.23,133.1578,115.9516,1488.2535
2011/5/17,3116.028,4873.954,5100.069,133.1998,115.978,1491.2885
2011/5/18,3139.379,4906.189,5137.721,133.2098,116.0002,1491.8703
2011/5/19,3120.639,4879.892,5115.634,133.2532,115.9537,1498.1398
2011/5/20,3121.596,4863.185,5102.129,133.2014,115.9554,1498.7776
2011/5/23,3022.98,4679.527,4907.393,133.2942,115.9231,1486.5102
2011/5/24,3026.223,4672.076,4908.914,133.3037,115.8851,1498.2008
2011/5/25,2990.343,4618.748,4855.585,133.304,115.9053,1504.1958
2011/5/26,2978.381,4572.942,4815.847,133.3196,115.9351,1518.6557
2011/5/27,2963.308,4428.894,4644.289,133.4112,115.9658,1522.3777
2011/5/30,2954.506,4345.048,4565.116,133.4676,115.9636,1522.4563
2011/5/31,3001.556,4444.276,4661.693,133.4124,115.931,1525.6195
2011/6/1,3004.173,4490.892,4723.706,133.4167,115.9052,1520.4957
2011/6/2,2955.705,4429.999,4658.373,133.4019,115.899,1518.6557
2011/6/3,2986.349,4506.196,4739.359,133.4181,115.8715,1536.3
2011/6/7,3004.262,4547.303,4792.018,133.4346,115.8854,1530.9077
2011/6/8,3008.652,4562.972,4826.858,133.2564,115.8669,1524.3559
2011/6/9,2951.889,4456.73,4716.715,133.206,115.8408,1521.4547
2011/6/10,2961.932,4469.049,4724.618,133.0805,115.809,1521.2656
2011/6/13,2950.348,4468.787,4724.573,133.0413,115.7835,1514.4489
2011/6/14,2993.559,4540.939,4796.473,132.7824,115.6822,1516.5439
2011/6/15,2963.119,4499.694,4755.425,132.3632,115.5204,1525.4068
2011/6/16,2917.578,4402.143,4645.556,132.3756,115.4401,1512.5593
2011/6/17,2892.157,4337.367,4571.232,132.3654,115.4195,1509.7231
2011/6/20,2874.896,4278.753,4505.848,132.6536,115.4372,1502.844
2011/6/21,2909.073,4338.422,4562.736,132.859,115.4956,1513.284
2011/6/22,2908.582,4321.219,4565.618,132.504,115.4705,1503.3141
2011/6/23,2957.629,4402.938,4647.985,132.3663,115.4523,1499.0958
2011/6/24,3027.47,4509.18,4757.732,132.7249,115.4734,1500.6986
2011/6/27,3036.491,4568.189,4832.012,132.9823,115.5533,1475.9227
2011/6/28,3041.734,4574.477,4850.796,132.9668,115.623,1478.5983
2011/6/29,3000.169,4511.545,4800.193,132.9459,115.6423,1490.3943
2011/6/30,3044.089,4579.332,4872.268,132.9328,115.6169,1505.6008
2011/7/1,3049.745,4604.746,4899.16,133.0177,115.6594,1499.4568
2011/7/4,3121.98,4719.391,5011.675,133.0381,115.6927,1521.5875
2011/7/5,3122.5,4749.424,5055.645,133.0715,115.7049,1519.4486
2011/7/6,3113.712,4760.917,5081.962,132.9467,115.6964,1525.7958
2011/7/7,3101.68,4761.452,5073.056,132.9797,115.5901,1528.6483
2011/7/8,3109.183,4756.614,5057.722,133.0688,115.6257,1536.0813
2011/7/11,3113.206,4799.42,5110.356,133.05,115.6505,1530.8194
2011/7/12,3056.905,4731.118,5030.082,133.1026,115.6644,1523.8814
2011/7/13,3106.247,4825.419,5132.073,133.0906,115.6277,1549.4591
